"code_theme","libelle_theme","code_ogr_rome","code_rome","libelle_rome"
"016","Métiers de l'ingénierie","488933","M1842","Qualiticien / Qualiticienne logiciel en informatique"
"016","Métiers de l'ingénierie","489009","M1843","Administrateur / Administratrice de serveurs"
"016","Métiers de l'ingénierie","489017","M1844","Analyste en cybersécurité"
"016","Métiers de l'ingénierie","489023","M1845","Architecte IoT - Internet des Objets"
"016","Métiers de l'ingénierie","489026","M1846","Ingénieur / Ingénieure Cybersécurité Datacenter"
"016","Métiers de l'ingénierie","489055","M1848","Analyste Concepteur / Conceptrice informatique"
"016","Métiers de l'ingénierie","489061","M1849","Administrateur / Administratrice de messagerie"
"016","Métiers de l'ingénierie","489066","M1850","Architecte multimédias interactifs"
"016","Métiers de l'ingénierie","489067","M1851","Analyste décisionnel - Business Intelligence"
"016","Métiers de l'ingénierie","489072","M1852","Analyste d'étude informatique"
"016","Métiers de l'ingénierie","489073","M1853","Chef / Cheffe de projet étude et développement informatique"
"016","Métiers de l'ingénierie","489078","M1854","Administrateur / Administratrice réseau informatique"
"016","Métiers de l'ingénierie","489081","M1855","Développeur / Développeuse web"
"016","Métiers de l'ingénierie","489082","M1856","Expert / Experte en cybersécurité"
"016","Métiers de l'ingénierie","489179","M1858","Chef / Cheffe de projet TMA - Tierce Maintenance Applicative"
"016","Métiers de l'ingénierie","489188","M1859","Chef / Cheffe de projet maîtrise d'œuvre informatique"
"016","Métiers de l'ingénierie","489199","M1860","Architecte cloud"
"016","Métiers de l'ingénierie","489209","M1861","Développeur / Développeuse logiciel ou d'application"
"016","Métiers de l'ingénierie","489218","M1863","Evaluateur / Evaluatrice sécurité des systèmes et produits informatiques"
"016","Métiers de l'ingénierie","489020","N1305","Ingénieur / Ingénieure logistique"
"016","Métiers de l'ingénierie","511","N2102","Pilote de ligne"
"017","Métiers accessibles sans diplôme et sans expérience","8","A1202","Agent / Agente d'entretien des espaces naturels"
"017","Métiers accessibles sans diplôme et sans expérience","9","A1203","Agent / Agente d'entretien des espaces verts"
"017","Métiers accessibles sans diplôme et sans expérience","15","A1401","Vendangeur / Vendangeuse"
"017","Métiers accessibles sans diplôme et sans expérience","16","A1402","Aide horticole"
"017","Métiers accessibles sans diplôme et sans expérience","17","A1403","Aide d'élevage agricole"
"017","Métiers accessibles sans diplôme et sans expérience","27","A1413","Brasseur / Brasseuse de bière"
"017","Métiers accessibles sans diplôme et sans expérience","403953","A1418","Viticulteur / Viticultrice"
"017","Métiers accessibles sans diplôme et sans expérience","403955","A1419","Ouvrier agricole polyvalent / Ouvrière agricole polyvalente"
"017","Métiers accessibles sans diplôme et sans expérience","403957","A1421","Palefrenier soigneur / Palefrenière soigneuse"
"017","Métiers accessibles sans diplôme et sans expérience","489025","A1430","Ouvrier / Ouvrière aquacole"
"017","Métiers accessibles sans diplôme et sans expérience","404972","B1608","Opérateur / Opératrice en bijouterie"
"017","Métiers accessibles sans diplôme et sans expérience","404978","B1611","Trieur / Trieuse de pierres et perles"
"017","Métiers accessibles sans diplôme et sans expérience","84","D1105","Poissonnier / Poissonnière"
"017","Métiers accessibles sans diplôme et sans expérience","91","D1205","Employé / Employée de pressing"
"017","Métiers accessibles sans diplôme et sans expérience","489010","D1219","Vendeur / Vendeuse conseil en jardinerie"
"017","Métiers accessibles sans diplôme et sans expérience","104","D1403","Commercial / Commerciale auprès des particuliers"
"017","Métiers accessibles sans diplôme et sans expérience","114","D1505","Caissier / Caissière"
"017","Métiers accessibles sans diplôme et sans expérience","116","D1507","Employé / Employée de libre-service"
"017","Métiers accessibles sans diplôme et sans expérience","128","E1202","Employé / Employée de laboratoire cinématographique"
"017","Métiers accessibles sans diplôme et sans expérience","129","E1203","Développeur / Développeuse de photographies"
"017","Métiers accessibles sans diplôme et sans expérience","135","E1304","Agent / Agente de façonnage et routage"
"017","Métiers accessibles sans diplôme et sans expérience","404037","F1619","Couvreur / Couvreuse"
"017","Métiers accessibles sans diplôme et sans expérience","177","F1704","Manœuvre bâtiment"
"017","Métiers accessibles sans diplôme et sans expérience","179","F1706","Armaturier / Armaturière de l'industrie du béton"
"017","Métiers accessibles sans diplôme et sans expérience","404038","F1709","Démolisseur / Démolisseuse"
"017","Métiers accessibles sans diplôme et sans expérience","186","G1205","Opérateur / Opératrice d'attraction"
"017","Métiers accessibles sans diplôme et sans expérience","187","G1206","Croupier / Croupière"
"017","Métiers accessibles sans diplôme et sans expérience","488633","G1225","Ouvreur / Ouvreuse de salle de spectacles"
"017","Métiers accessibles sans diplôme et sans expérience","195","G1501","Employé / Employée d'étage"
"017","Métiers accessibles sans diplôme et sans expérience","196","G1502","Employé / Employée d'hôtel"
"017","Métiers accessibles sans diplôme et sans expérience","200","G1603","Équipier polyvalent / Équipière polyvalente de restauration rapide"
"017","Métiers accessibles sans diplôme et sans expérience","201","G1604","Pizzaïolo / Pizzaïola"
"017","Métiers accessibles sans diplôme et sans expérience","202","G1605","Plongeur officier / Plongeuse officière de cuisine"
"017","Métiers accessibles sans diplôme et sans expérience","404040","G1607","Employé / Employée de restauration collective"
"017","Métiers accessibles sans diplôme et sans expérience","404540","G1608","Ecailler / Ecaillère"
"017","Métiers accessibles sans diplôme et sans expérience","489173","G1611","Steward / Hôtesse de train"
"017","Métiers accessibles sans diplôme et sans expérience","204","G1702","Bagagiste en établissement hôtelier"
"017","Métiers accessibles sans diplôme et sans expérience","488891","G1707","Responsable de vestiaire"
"017","Métiers accessibles sans diplôme et sans expérience","489018","G1708","Voiturier / Voiturière"
"017","Métiers accessibles sans diplôme et sans expérience","206","G1801","Barman / Barmaid"
"017","Métiers accessibles sans diplôme et sans expérience","489037","G1805","Gérant / Gérante de café, bar-brasserie"
"017","Métiers accessibles sans diplôme et sans expérience","488582","G1807","Gérant / Gérante de bar-tabac"
"017","Métiers accessibles sans diplôme et sans expérience","488635","G1808","Chef barman / Cheffe barmaid"
"017","Métiers accessibles sans diplôme et sans expérience","488718","G1809","Barista"
"017","Métiers accessibles sans diplôme et sans expérience","235","H2101","Ouvrier / Ouvrière d'abattoir"
"017","Métiers accessibles sans diplôme et sans expérience","236","H2102","Conducteur / Conductrice de ligne en industrie alimentaire"
"017","Métiers accessibles sans diplôme et sans expérience","403959","H2103","Opérateur / Opératrice de transformation des viandes"
"017","Métiers accessibles sans diplôme et sans expérience","488711","H2104","Fromager industriel / Fromagère industrielle"
"017","Métiers accessibles sans diplôme et sans expérience","270","H2604","Assembleur / Assembleuse en produits électriques et électroniques"
"017","Métiers accessibles sans diplôme et sans expérience","271","H2605","Monteur-câbleur / Monteuse-câbleuse en électronique"
"017","Métiers accessibles sans diplôme et sans expérience","275","H2803","Opérateur / Opératrice de production en céramique"
"017","Métiers accessibles sans diplôme et sans expérience","282","H2905","Cisailleur / Cisailleuse en métallurgie"
"017","Métiers accessibles sans diplôme et sans expérience","283","H2906","Opérateur / Opératrice en fabrication mécanique"
"017","Métiers accessibles sans diplôme et sans expérience","286","H2909","Assembleur monteur / Assembleuse monteuse"
"017","Métiers accessibles sans diplôme et sans expérience","298","H3302","Agent / Agente de conditionnement"
"017","Métiers accessibles sans diplôme et sans expérience","299","H3303","Cuisinier / Cuisinière en industrie chimique"
"017","Métiers accessibles sans diplôme et sans expérience","301","H3402","Agent / Agente de traitement de surface"
"017","Métiers accessibles sans diplôme et sans expérience","404973","H3405","Polisseur / Polisseuse en bijouterie ou joaillerie ou orfèvrerie"
"017","Métiers accessibles sans diplôme et sans expérience","307","I1201","Afficheur / Afficheuse"
"017","Métiers accessibles sans diplôme et sans expérience","488571","I1204","Agent / Agente d'entretien des piscines"
"017","Métiers accessibles sans diplôme et sans expérience","488770","I1506","Chef / Cheffe d'équipe cordiste"
"017","Métiers accessibles sans diplôme et sans expérience","488607","I1608","Démonteur / Démonteuse de véhicules hors d'usage"
"017","Métiers accessibles sans diplôme et sans expérience","488736","I1614","Préparateur / Préparatrice en peinture automobile"
"017","Métiers accessibles sans diplôme et sans expérience","338","J1301","Agent / Agente de service hospitalier (ASH)"
"017","Métiers accessibles sans diplôme et sans expérience","404042","J1308","Brancardier / Brancardière"
"017","Métiers accessibles sans diplôme et sans expérience","376","K1302","Assistant / Assistante de vie dépendance"
"017","Métiers accessibles sans diplôme et sans expérience","377","K1303","Garde d'enfant à domicile"
"017","Métiers accessibles sans diplôme et sans expérience","378","K1304","Employé familial / Employée familiale de maison"
"017","Métiers accessibles sans diplôme et sans expérience","404044","K1306","Auxiliaire de Vie Sociale (AVS)"
"017","Métiers accessibles sans diplôme et sans expérience","488323","K1311","Assistant / Assistante de vie aux familles"
"017","Métiers accessibles sans diplôme et sans expérience","488338","K1312","Accueillant familial / Accueillante familiale thérapeutique auprès d'adultes"
"017","Métiers accessibles sans diplôme et sans expérience","489223","K1313","Employé / Employée au pair"
"017","Métiers accessibles sans diplôme et sans expérience","391","K1701","Militaire du rang Combattant / Combattante"
"017","Métiers accessibles sans diplôme et sans expérience","488892","K1714","Missilier / Missilière artillerie"
"017","Métiers accessibles sans diplôme et sans expérience","488934","K1723","Conducteur / Conductrice Véhicule Léger de l'armée"
"017","Métiers accessibles sans diplôme et sans expérience","416","K2201","Blanchisseur industriel / Blanchisseuse industrielle"
"017","Métiers accessibles sans diplôme et sans expérience","417","K2202","Laveur / Laveuse de vitres"
"017","Métiers accessibles sans diplôme et sans expérience","419","K2204","Agent / Agente de nettoyage industriel"
"017","Métiers accessibles sans diplôme et sans expérience","488581","K2205","Agent / Agente de propreté de locaux"
"017","Métiers accessibles sans diplôme et sans expérience","422","K2303","Ripeur / Ripeuse"
"017","Métiers accessibles sans diplôme et sans expérience","423","K2304","Agent / Agente de tri des déchets"
"017","Métiers accessibles sans diplôme et sans expérience","488790","K2307","Agent / Agente de propreté urbaine"
"017","Métiers accessibles sans diplôme et sans expérience","489068","K2308","Opérateur / Opératrice de tri en récupération et revalorisation"
"017","Métiers accessibles sans diplôme et sans expérience","489069","K2309","Technicien / Technicienne réutilisation recyclage"
"017","Métiers accessibles sans diplôme et sans expérience","489221","K2310","Ambassadeur / Ambassadrice du tri"
"017","Métiers accessibles sans diplôme et sans expérience","428","K2501","Gardien / Gardienne"
"017","Métiers accessibles sans diplôme et sans expérience","489202","L1208","Mascotte-personnage"
"017","Métiers accessibles sans diplôme et sans expérience","467","M1401","Enquêteur / Enquêtrice sondage"
"017","Métiers accessibles sans diplôme et sans expérience","474","M1601","Chargé / Chargée d'accueil"
"017","Métiers accessibles sans diplôme et sans expérience","476","M1603","Facteur / Factrice"
"017","Métiers accessibles sans diplôme et sans expérience","488927","M1614","Standardiste"
"017","Métiers accessibles sans diplôme et sans expérience","489012","M1615","Distributeur / Distributrice de prospectus et imprimés"
"017","Métiers accessibles sans diplôme et sans expérience","500","N1101","Cariste"
"017","Métiers accessibles sans diplôme et sans expérience","501","N1102","Déménageur / Déménageuse"
"017","Métiers accessibles sans diplôme et sans expérience","502","N1103","Préparateur / Préparatrice de commandes"
"017","Métiers accessibles sans diplôme et sans expérience","503","N1104","Pontier / Pontière"
"017","Métiers accessibles sans diplôme et sans expérience","504","N1105","Manutentionnaire"
"017","Métiers accessibles sans diplôme et sans expérience","488333","N1106","Agent / Agente de quai manutentionnaire"
"017","Métiers accessibles sans diplôme et sans expérience","488599","N1107","Chef / Cheffe d'équipe en déménagement"
"017","Métiers accessibles sans diplôme et sans expérience","488769","N1109","Éclusier-barragiste / Éclusière-barragiste"
"017","Métiers accessibles sans diplôme et sans expérience","488771","N1110","Magasinier / Magasinière"
"017","Métiers accessibles sans diplôme et sans expérience","488893","N1111","Conducteur / Conductrice de pont roulant"
"017","Métiers accessibles sans diplôme et sans expérience","489051","N1113","Préparateur / Préparatrice au drive"
"017","Métiers accessibles sans diplôme et sans expérience","489164","N1115","Opérateur / Opératrice logistique en entrepôt"
"017","Métiers accessibles sans diplôme et sans expérience","489168","N1116","Agent / Agente de quai réceptionnaire"
"017","Métiers accessibles sans diplôme et sans expérience","514","N2203","Agent / Agente de piste"
"017","Métiers accessibles sans diplôme et sans expérience","489062","N3204","Chef / Cheffe d'équipe de manutention portuaire"
"017","Métiers accessibles sans diplôme et sans expérience","523","N4101","Conducteur / Conductrice de poids lourd"
"017","Métiers accessibles sans diplôme et sans expérience","525","N4103","Conducteur / Conductrice de bus"
"017","Métiers accessibles sans diplôme et sans expérience","526","N4104","Coursier / Coursière"
"017","Métiers accessibles sans diplôme et sans expérience","488577","N4106","Commis coursier / Commise coursière en douane"
"017","Métiers accessibles sans diplôme et sans expérience","488583","N4107","Conducteur livreur / Conductrice livreuse de béton prêt à l'emploi"
"017","Métiers accessibles sans diplôme et sans expérience","488591","N4108","Chauffeur accompagnateur / Chauffeuse accompagnatrice de personnes à mobilité réduite"
"017","Métiers accessibles sans diplôme et sans expérience","488595","N4109","Conducteur / Conductrice de car"
"017","Métiers accessibles sans diplôme et sans expérience","488604","N4110","Releveur / Releveuse de compteurs"
"017","Métiers accessibles sans diplôme et sans expérience","488611","N4111","Conducteur / Conductrice super poids lourd de l'armée"
"017","Métiers accessibles sans diplôme et sans expérience","489201","N4112","Chauffeur / Chauffeuse VTC"
"017","Métiers accessibles sans diplôme et sans expérience","488626","N4113","Conducteur routier international / Conductrice routière internationale"
"017","Métiers accessibles sans diplôme et sans expérience","488732","N4114","Conducteur livreur avitailleur / Conductrice livreuse avitailleuse en carburant"
"017","Métiers accessibles sans diplôme et sans expérience","488739","N4115","Conducteur / Conductrice de véhicules Super Lourds"
"017","Métiers accessibles sans diplôme et sans expérience","488777","N4116","Conducteur / Conductrice de camion-benne"
"017","Métiers accessibles sans diplôme et sans expérience","489210","N4117","Conducteur / Conductrice d'attelage"
"017","Métiers accessibles sans diplôme et sans expérience","488857","N4118","Conducteur / Conductrice enlèvement de déchets"
"017","Métiers accessibles sans diplôme et sans expérience","488874","N4119","Conducteur / Conductrice de tramway"
"017","Métiers accessibles sans diplôme et sans expérience","488881","N4120","Chauffeur-livreur préparateur / Chauffeuse-livreuse préparatrice de commandes"
"017","Métiers accessibles sans diplôme et sans expérience","488882","N4121","Aide-livreur / Aide-livreuse"
"017","Métiers accessibles sans diplôme et sans expérience","488884","N4122","Conducteur convoyeur / Conductrice convoyeuse de véhicule"
"017","Métiers accessibles sans diplôme et sans expérience","488931","N4123","Conducteur livreur installateur / Conductrice livreuse installatrice"
"017","Métiers accessibles sans diplôme et sans expérience","489226","N4124","Conducteur / Conductrice de taxi moto"
"017","Métiers accessibles sans diplôme et sans expérience","488935","N4125","Conducteur / Conductrice de transport animalier"
"017","Métiers accessibles sans diplôme et sans expérience","489224","N4126","Chauffeur / Chauffeuse porte voitures"
"017","Métiers accessibles sans diplôme et sans expérience","489032","N4127","Chauffeur accompagnateur / Chauffeuse accompagnatrice tourisme"
"017","Métiers accessibles sans diplôme et sans expérience","489043","N4128","Conducteur / Conductrice de navette de moins de 9 personnes"
"017","Métiers accessibles sans diplôme et sans expérience","489225","N4129","Conducteur / Conductrice de corbillard"
