"code_grand_domaine","code_domaine_professionnel","numero_fiche_rome","intitule","libelle_appellation_long","libelle_appellation_court","type_provenance","code_fiche","ogr_rome","ogr_appellation"
"","","","","Conducteur / Conductrice de presses en industrie alimentaire","Conducteur / Conductrice de presses en industrie alimentaire","4","286","236","13144"
"","","","","Conducteur / Conductrice d'enrobeuses en industrie alimentaire","Conducteur(trice) d'enrobeuses en industrie alimentaire","4","286","236","13261"
"","","","","Conducteur / Conductrice d'installation automatisée en industrie alimentaire","Conducteur(trice) installation automatisée ind alimentaire","4","286","236","13277"
"","","","","Conducteur mouleur / Conductrice mouleuse en chocolaterie","Conducteur mouleur / Conductrice mouleuse en chocolaterie","4","286","236","13308"
"","","","","Crémier industriel / Crémière industrielle","Crémier industriel / Crémière industrielle","4","286","236","13843"
"","","","","Cuiseur / Cuiseuse en confiserie en industrie alimentaire","Cuiseur / Cuiseuse en confiserie en industrie alimentaire","4","286","236","13859"
"","","","","Cuiseur / Cuiseuse en industrie alimentaire","Cuiseur / Cuiseuse en industrie alimentaire","4","286","236","13860"
"","","","","Dragéiste en confiserie","Dragéiste en confiserie","4","286","236","14529"
"","","","","Opérateur / Opératrice de conduite et de surveillance d'installation automatisée de fabrication alimentaire","Opérateur(trice) conduite install auto fab alimentaire","4","286","236","17076"
"","","","","Opérateur / Opératrice de fabrication en alimentation animale","Opérateur(trice) de fabrication en alimentation animale","4","286","236","17089"
"","","","","Opérateur / Opératrice de fabrication en transformation de la viande","Opérateur(trice) fabrication en transformation de viande","4","286","236","17094"
"","","","","Opérateur / Opératrice de mélange sur pupitre en industrie alimentaire","Opérateur(trice) mélange sur pupitre industrie alimentaire","4","286","236","17120"
"","","","","Opérateur / Opératrice de production en industrie alimentaire","Opérateur / Opératrice production industrie alimentaire","4","286","236","17155"
"","","","","Opérateur / Opératrice en distillerie industrielle","Opérateur / Opératrice en distillerie industrielle","4","286","236","17200"
"","","","","Opérateur / Opératrice en huilerie alimentaire industrielle","Opérateur / Opératrice en huilerie alimentaire industrielle","4","286","236","17202"
"","","","","Opérateur / Opératrice en salle de commande en industrie alimentaire","Opérateur(trice) en salle de commande en ind alimentaire","4","286","236","17217"
"","","","","Ouvrier / Ouvrière dans l'agroalimentaire","Ouvrier / Ouvrière dans l'agroalimentaire","4","286","236","489232"
"","","","","Ouvrier / Ouvrière de conserverie","Ouvrier / Ouvrière de conserverie","4","286","236","489233"
"","","","","Ouvrier / Ouvrière de fabrication de jus de fruits en industrie alimentaire","Ouvrier(ère) fabrication de jus de fruits en ind alimentaire","4","286","236","17432"
"","","","","Ouvrier / Ouvrière de fabrication des industries alimentaires","Ouvrier(ère) de fabrication des industries alimentaires","4","286","236","17433"
"","","","","Ouvrier / Ouvrière de fabrication en condiments ou sauces en industrie alimentaire","Ouvrier / Ouvrière fabrication sauces industrie alimentaire","4","286","236","17435"
"","","","","Ouvrier / Ouvrière de laiterie","Ouvrier / Ouvrière de laiterie","4","286","236","489234"
"","","","","Ouvrier / Ouvrière de macération en industrie alimentaire","Ouvrier / Ouvrière de macération en industrie alimentaire","4","286","236","17444"
"","","","","Ouvrier / Ouvrière de presserie de corps gras en industrie alimentaire","Ouvrier(ère) de presserie de corps gras en ind alimentaire","4","286","236","17455"
"","","","","Ouvrier / Ouvrière d'extraction en industrie alimentaire","Ouvrier / Ouvrière d'extraction en industrie alimentaire","4","286","236","17484"
"","","","","Pasteurisateur / Pasteurisatrice en industrie alimentaire","Pasteurisateur / Pasteurisatrice en industrie alimentaire","4","286","236","17572"
"","","","","Pétrisseur / Pétrisseuse en industrie alimentaire","Pétrisseur / Pétrisseuse en industrie alimentaire","4","286","236","17674"
"","","","","Saucier / Saucière en industrie alimentaire","Saucier / Saucière en industrie alimentaire","4","286","236","19312"
"","","","","Stérilisateur / Stérilisatrice en industrie alimentaire","Stérilisateur / Stérilisatrice en industrie alimentaire","4","286","236","19527"
"","","","","Torréfacteur / Torréfactrice en industrie alimentaire","Torréfacteur / Torréfactrice en industrie alimentaire","4","286","236","20369"
"H","21","03","Opérateur / Opératrice de transformation des viandes","","","3","30056","403959",""
"","","","","Boucher industriel / Bouchère industrielle","Boucher industriel / Bouchère industrielle","4","30056","403959","11568"
"","","","","Désosseur / Désosseuse","Désosseur / Désosseuse","4","30056","403959","14011"
"","","","","Désosseur-pareur / Désosseuse-pareuse","Désosseur-pareur / Désosseuse-pareuse","4","30056","403959","14012"
"","","","","Opérateur / Opératrice de transformation des viandes","Opérateur / Opératrice de transformation des viandes","4","30056","403959","404025"
"","","","","Ouvrier / Ouvrière de découpe de viandes","Ouvrier / Ouvrière de découpe de viandes","4","30056","403959","17429"
"","","","","Préparateur / Préparatrice de viandes en industrie","Préparateur / Préparatrice de viandes en industrie","4","30056","403959","18018"
"H","21","04","Fromager industriel / Fromagère industrielle","","","3","32628","488711",""
"","","","","Conducteur / Conductrice de machines en industrie fromagère","Conducteur / Conductrice de machines en industrie fromagère","4","32628","488711","13050"
"","","","","Fromager industriel / Fromagère industrielle","Fromager industriel / Fromagère industrielle","4","32628","488711","489235"
"H","22","","Bois","","","2","","",""
"H","22","01","Assembleur / Assembleuse d'ouvrages en bois","","","3","294","237",""
"","","","","Agent / Agente de montage d'ouvrages en bois","Agent / Agente de montage d'ouvrages en bois","4","294","237","10534"
"","","","","Agent / Agente de montage en ameublement","Agent / Agente de montage en ameublement","4","294","237","10531"
"","","","","Agrafeur / Agrafeuse d'ouvrages en bois","Agrafeur / Agrafeuse d'ouvrages en bois","4","294","237","10798"
"","","","","Assembleur / Assembleuse de placages","Assembleur / Assembleuse de placages","4","294","237","11168"
"","","","","Assembleur / Assembleuse de placages décoratifs","Assembleur / Assembleuse de placages décoratifs","4","294","237","11169"
"","","","","Assembleur / Assembleuse d'ouvrages en bois","Assembleur / Assembleuse d'ouvrages en bois","4","294","237","404451"
"","","","","Assembleur / Assembleuse d'ouvrages en bois et matériaux associés","Assembleur(se) d'ouvrages en bois et matériaux associés","4","294","237","11170"
"","","","","Chef d'équipe de montage d'ouvrages en bois","Chef d'équipe de montage d'ouvrages en bois","4","294","237","12422"
"","","","","Cloueur / Cloueuse","Cloueur / Cloueuse","4","294","237","12672"
"","","","","Cloueur / Cloueuse de palettes","Cloueur / Cloueuse de palettes","4","294","237","12673"
"","","","","Compositeur / Compositrice de panneaux de bois","Compositeur / Compositrice de panneaux de bois","4","294","237","12784"
"","","","","Emballeur / Emballeuse bois","Emballeur / Emballeuse bois","4","294","237","14741"
"","","","","Emballeur / Emballeuse en caisserie","Emballeur / Emballeuse en caisserie","4","294","237","14742"
"","","","","Jointeur / Jointeuse de placage","Jointeur / Jointeuse de placage","4","294","237","16073"
"","","","","Monteur / Monteuse de charpentes en bois","Monteur / Monteuse de charpentes en bois","4","294","237","16774"
"","","","","Monteur / Monteuse de fermettes","Monteur / Monteuse de fermettes","4","294","237","16780"
"","","","","Monteur / Monteuse de jouet en bois","Monteur / Monteuse de jouet en bois","4","294","237","16782"
"","","","","Monteur / Monteuse de meubles","Monteur / Monteuse de meubles","4","294","237","16789"
"","","","","Monteur / Monteuse de palettes","Monteur / Monteuse de palettes","4","294","237","16790"
"","","","","Monteur / Monteuse en siège","Monteur / Monteuse en siège","4","294","237","16839"
"","","","","Monteur-cadreur / Monteuse-cadreuse d'ouvrages en bois","Monteur-cadreur / Monteuse-cadreuse d'ouvrages en bois","4","294","237","16880"
"","","","","Opérateur / Opératrice de montage d'ouvrages en bois","Opérateur / Opératrice de montage d'ouvrages en bois","4","294","237","17123"
"","","","","Placagiste","Placagiste","4","294","237","17808"
"","","","","Réparateur / Réparatrice de palettes","Réparateur / Réparatrice de palettes","4","294","237","18522"
"","","","","Réparateur / Réparatrice de panneaux de bois","Réparateur / Réparatrice de panneaux de bois","4","294","237","18523"
"H","22","02","Conducteur / Conductrice de machines à bois","","","3","293","238",""
"","","","","Agent / Agente de production industrielle de mobilier en menuiserie","Agent(e) de production industrielle mobilier en menuiserie","4","293","238","10564"
"","","","","Agent / Agente de production industrielle de mobilier et menuiserie","Agent(e) de production industrielle mobilier et menuiserie","4","293","238","10565"
"","","","","Agent / Agente d'usinage du bois","Agent / Agente d'usinage du bois","4","293","238","10736"
"","","","","Agent / Agente d'usinage sur machines à bois traditionnelles","Agent / Agente d'usinage sur machines à bois traditionnelles","4","293","238","10737"
"","","","","Aide-machiniste sur équipements de production en industrie du bois","Aide-machiniste sur équipements de production en ind du bois","4","293","238","10878"
"","","","","Chantourneur / Chantourneuse","Chantourneur / Chantourneuse","4","293","238","11737"
"","","","","Chef d'équipe de conducteurs de machines à bois","Chef d'équipe de conducteurs de machines à bois","4","293","238","12406"
"","","","","Chef d'équipe de fabrication en industrie du bois","Chef d'équipe de fabrication en industrie du bois","4","293","238","12410"
"","","","","Chef d'équipe en atelier de façonnage bois","Chef d'équipe en atelier de façonnage bois","4","293","238","12451"
"","","","","Conducteur / Conductrice d'abouteuses en industrie du bois","Conducteur / Conductrice d'abouteuses en industrie du bois","4","293","238","12863"
"","","","","Conducteur / Conductrice de calibreuses en industrie du bois","Conducteur / Conductrice de calibreuses en industrie du bois","4","293","238","12901"
"","","","","Conducteur / Conductrice de chaînes de clouage","Conducteur / Conductrice de chaînes de clouage","4","293","238","12908"
"","","","","Conducteur / Conductrice de défonceuses en industrie du bois","Conducteur / Conductrice de défonceuses en industrie du bois","4","293","238","12932"
"","","","","Conducteur / Conductrice de façonneuses en industrie du bois","Conducteur / Conductrice de façonneuses en industrie du bois","4","293","238","12938"
"","","","","Conducteur / Conductrice de machines à bois","Conducteur / Conductrice de machines à bois","4","293","238","13056"
"","","","","Conducteur / Conductrice de machines à poser les quincailleries","Conducteur(trice) de machines à poser les quincailleries","4","293","238","13064"
"","","","","Conducteur / Conductrice de machines à sculpter en industrie du bois","Conducteur(trice) de machines à sculpter en ind du bois","4","293","238","13066"
"","","","","Conducteur / Conductrice de machines automatiques en industrie du bois","Conducteur(trice) de machines automatiques en ind du bois","4","293","238","13069"
"","","","","Conducteur / Conductrice de machines d'usinage en industrie du bois","Conducteur(trice) de machines d'usinage en ind du bois","4","293","238","13089"
"","","","","Conducteur / Conductrice de massicot en industrie du bois","Conducteur / Conductrice de massicot en industrie du bois","4","293","238","13097"
"","","","","Conducteur / Conductrice de mortaiseuses en industrie du bois","Conducteur(trice) de mortaiseuses en industrie du bois","4","293","238","13111"
"","","","","Conducteur / Conductrice de moulurières","Conducteur / Conductrice de moulurières","4","293","238","13115"
"","","","","Conducteur / Conductrice de perceuses en industrie du bois","Conducteur / Conductrice de perceuses en industrie du bois","4","293","238","13123"
"","","","","Conducteur / Conductrice de plaqueuses de chant","Conducteur / Conductrice de plaqueuses de chant","4","293","238","13128"
"","","","","Conducteur / Conductrice de ponceuses en industrie du bois","Conducteur / Conductrice de ponceuses en industrie du bois","4","293","238","13135"
"","","","","Conducteur / Conductrice de presses à bois","Conducteur / Conductrice de presses à bois","4","293","238","13148"
"","","","","Conducteur / Conductrice de quatre faces","Conducteur / Conductrice de quatre faces","4","293","238","13154"
"","","","","Conducteur / Conductrice de séchoirs en seconde industrie du bois","Conducteur(trice) de séchoirs en seconde industrie du bois","4","293","238","13179"
"","","","","Conducteur / Conductrice de tenonneuses","Conducteur / Conductrice de tenonneuses","4","293","238","13196"
"","","","","Conducteur / Conductrice de tours à reproduire en industrie du bois","Conducteur(trice) de tours à reproduire en ind du bois","4","293","238","13200"
"","","","","Conducteur / Conductrice d'encolleuses en industrie du bois","Conducteur / Conductrice d'encolleuses en industrie du bois","4","293","238","13239"
"","","","","Conducteur / Conductrice d'équipements de montage en industrie du bois","Conducteur(trice) d'équipements de montage en ind du bois","4","293","238","13269"
"","","","","Corroyeur / Corroyeuse en industrie du bois","Corroyeur / Corroyeuse en industrie du bois","4","293","238","13754"
"","","","","Débiteur / Débitrice en menuiserie industrielle","Débiteur / Débitrice en menuiserie industrielle","4","293","238","13892"
"","","","","Dégauchisseur / Dégauchisseuse sur machines à bois","Dégauchisseur / Dégauchisseuse sur machines à bois","4","293","238","13918"
"","","","","Machiniste de fabrication en industrie du bois","Machiniste de fabrication en industrie du bois","4","293","238","16236"
"","","","","Machiniste en menuiserie","Machiniste en menuiserie","4","293","238","16241"
"","","","","Menuisier / Menuisière en industrie du bois","Menuisier / Menuisière en industrie du bois","4","293","238","16623"
"","","","","Opérateur / Opératrice de débit en industrie du bois","Opérateur / Opératrice de débit en industrie du bois","4","293","238","17082"
"","","","","Opérateur / Opératrice sur chaînes de finition en industrie du bois","Opérateur(trice) sur chaînes de finition en ind du bois","4","293","238","17279"
"","","","","Opérateur / Opératrice sur chaînes de montage en industrie du bois","Opérateur(trice) sur chaînes de montage en industrie du bois","4","293","238","17280"
"","","","","Opérateur / Opératrice sur encolleuses en industrie du bois","Opérateur / Opératrice sur encolleuses en industrie du bois","4","293","238","17283"
"","","","","Opérateur / Opératrice sur machines à bois","Opérateur / Opératrice sur machines à bois","4","293","238","17312"
"","","","","Opérateur / Opératrice sur machines à bois à commande numérique","Opérateur(trice) sur machines à bois à commande numérique","4","293","238","17313"
"","","","","Opérateur / Opératrice sur machines de finition en industrie du bois","Opérateur(trice) sur machines de finition en ind du bois","4","293","238","17321"
"","","","","Opérateur / Opératrice sur machines d'usinage de taille de charpentes industrielles","Opérateur(trice) machines usinage taille charpentes industri","4","293","238","17324"
"","","","","Opérateur / Opératrice sur plaqueuses de chants","Opérateur / Opératrice sur plaqueuses de chants","4","293","238","17330"
"","","","","Opérateur / Opératrice sur presses à bois","Opérateur / Opératrice sur presses à bois","4","293","238","17335"
"","","","","Ponceur / Ponceuse en menuiserie industrielle","Ponceur / Ponceuse en menuiserie industrielle","4","293","238","17880"
"","","","","Régleur / Régleuse de machines à bois","Régleur / Régleuse de machines à bois","4","293","238","18436"
"","","","","Régleur-conducteur / Régleuse-conductrice de centres d'usinage en industrie du bois","Régleur(se)-conducteur(se) centres usinage industrie du bois","4","293","238","18487"
"","","","","Régleur-conducteur / Régleuse-conductrice de machines à bois","Régleur-conducteur / Régleuse-conductrice de machines à bois","4","293","238","18488"
"","","","","Régleur-conducteur / Régleuse-conductrice de machines de production en industrie du bois","Régleur(se)-conducteur(trice) machines production ind bois","4","293","238","18491"
"","","","","Toupilleur / Toupilleuse","Toupilleur / Toupilleuse","4","293","238","20370"
"H","22","03","Machiniste en fabrications de panneaux de bois","","","3","289","239",""
"","","","","Aide conducteur / Aide Conductrice de machines à commande numérique de fabrication de panneaux à base de bois","Aide conducteur(trice) machines CN panneaux bois","4","289","239","10821"
"","","","","Chef d'équipe d'atelier de presse de panneaux de bois","Chef d'équipe d'atelier de presse de panneaux de bois","4","289","239","12403"
"","","","","Chef d'équipe en fabrication de panneaux de bois","Chef d'équipe en fabrication de panneaux de bois","4","289","239","12457"
"","","","","Conducteur / Conductrice de chaînes de conformation de panneaux de bois","Conducteur(trice) chaînes de conformation panneaux de bois","4","289","239","12913"
"","","","","Conducteur / Conductrice de chaînes de conformation de panneaux de particules agglomérées et de fibres","Conducteur(trice) de chaînes conformation de panneaux","4","289","239","12914"
"","","","","Conducteur / Conductrice de machines à commande numérique de fabrication de panneaux à base de bois","Conducteur(trice) machines CN fabrication panneaux bois","4","289","239","13057"
"","","","","Conducteur / Conductrice de machines de fabrication de panneaux de bois","Conducteur(trice) machines de fabrication de panneaux bois","4","289","239","13075"
"","","","","Conducteur / Conductrice de machines de placage","Conducteur / Conductrice de machines de placage","4","289","239","13082"
"","","","","Conducteur / Conductrice de ponceuses de panneaux de bois","Conducteur / Conductrice de ponceuses de panneaux de bois","4","289","239","13134"
"","","","","Conducteur / Conductrice de presses à contreplaqué","Conducteur / Conductrice de presses à contreplaqué","4","289","239","13149"
"","","","","Conducteur / Conductrice de presses en production de panneaux à base de bois","Conducteur(trice) presses en prod de panneaux à base de bois","4","289","239","13151"
"","","","","Conducteur / Conductrice de râperies en production de panneaux à base de bois","Conducteur(trice) râperies prod de panneaux à base de bois","4","289","239","13159"
"","","","","Conducteur / Conductrice de séchoirs de panneaux de fibres de bois","Conducteur(trice) de séchoirs de panneaux de fibres de bois","4","289","239","13176"
"","","","","Conducteur / Conductrice de séchoirs de panneaux de particules de bois","Conducteur(trice) séchoirs de panneaux de particules de bois","4","289","239","13177"
"","","","","Conducteur / Conductrice de tambour-écorceur","Conducteur / Conductrice de tambour-écorceur","4","289","239","13189"
"","","","","Conducteur / Conductrice d'encolleuses de panneaux à base de bois","Conducteur(trice) d'encolleuses de panneaux à base de bois","4","289","239","13238"
"","","","","Conducteur / Conductrice d'équarrisseuses en industrie du bois","Conducteur(trice) d'équarrisseuses en industrie du bois","4","289","239","13262"
"","","","","Conducteur / Conductrice d'installation de traitement mécanique du bois","Conducteur(trice) installation de traitement mécanique bois","4","289","239","13281"
"","","","","Conducteur / Conductrice d'installations de fabrication de panneaux de bois","Conducteur(trice) installations fabrication panneaux de bois","4","289","239","13286"
"","","","","Conducteur dérouleur / Conductrice dérouleuses sur bois","Conducteur dérouleur / Conductrice dérouleuses sur bois","4","289","239","13270"
"","","","","Débiteur / Débitrice de panneaux de bois","Débiteur / Débitrice de panneaux de bois","4","289","239","13890"
"","","","","Dérouleur / Dérouleuse en production de panneaux de bois","Dérouleur / Dérouleuse en production de panneaux de bois","4","289","239","13988"
"","","","","Machiniste en fabrications de panneaux de bois","Machiniste en fabrications de panneaux de bois","4","289","239","16239"
"","","","","Opérateur / Opératrice de fabrication de panneaux de bois","Opérateur / Opératrice de fabrication de panneaux de bois","4","289","239","17087"
"","","","","Opérateur / Opératrice de production de panneaux à base bois","Opérateur / Opératrice de production de panneaux à base bois","4","289","239","17145"
"H","22","04","Contremaître / Contremaîtresse en menuiserie","","","3","300","240",""
"","","","","Adjoint / Adjointe chef d'atelier de fabrication en industrie du bois","Adjoint(e) chef d'atelier de fabrication en ind du bois","4","300","240","10283"
"","","","","Adjoint / Adjointe chef d'atelier de scierie","Adjoint / Adjointe chef d'atelier de scierie","4","300","240","10284"
"","","","","Adjoint / Adjointe chef de fabrication en industrie du bois","Adjoint / Adjointe chef de fabrication en industrie du bois","4","300","240","10287"
"","","","","Adjoint / Adjointe chef de scierie","Adjoint / Adjointe chef de scierie","4","300","240","10289"
"","","","","Agent / Agente de maîtrise de scierie","Agent / Agente de maîtrise de scierie","4","300","240","10512"
"","","","","Agent / Agente de maîtrise en ameublement","Agent / Agente de maîtrise en ameublement","4","300","240","10515"
"","","","","Agent / Agente de maîtrise en industrie du bois","Agent / Agente de maîtrise en industrie du bois","4","300","240","10519"
"","","","","Agent / Agente de maîtrise en menuiserie","Agent / Agente de maîtrise en menuiserie","4","300","240","10517"
"","","","","Agent / Agente d'encadrement en industrie du bois","Agent / Agente d'encadrement en industrie du bois","4","300","240","10656"
"","","","","Chef d'atelier de conformation en industrie du bois","Chef d'atelier de conformation en industrie du bois","4","300","240","12035"
"","","","","Chef d'atelier de presses en industrie du bois","Chef d'atelier de presses en industrie du bois","4","300","240","12044"
"","","","","Chef d'atelier en industrie du bois","Chef d'atelier en industrie du bois","4","300","240","12053"
"","","","","Chef de fabrication en industrie du bois","Chef de fabrication en industrie du bois","4","300","240","12144"
"","","","","Chef de scierie","Chef de scierie","4","300","240","12313"
"","","","","Chef d'équipe en menuiserie, ameublement, agencement","Chef d'équipe en menuiserie, ameublement, agencement","4","300","240","12462"
"","","","","Contremaître / Contremaîtresse de fabrication en industrie du bois","Contremaître(sse) de fabrication en industrie du bois","4","300","240","13563"
"","","","","Contremaître / Contremaîtresse de montage sur bois","Contremaître / Contremaîtresse de montage sur bois","4","300","240","13565"
"","","","","Contremaître / Contremaîtresse de scierie","Contremaître / Contremaîtresse de scierie","4","300","240","13567"
"","","","","Contremaître / Contremaîtresse d'usinage sur bois","Contremaître / Contremaîtresse d'usinage sur bois","4","300","240","13573"
"","","","","Contremaître / Contremaîtresse ébéniste","Contremaître / Contremaîtresse ébéniste","4","300","240","13574"
"","","","","Contremaître / Contremaîtresse en agencement","Contremaître / Contremaîtresse en agencement","4","300","240","13575"
"","","","","Contremaître / Contremaîtresse en ameublement","Contremaître / Contremaîtresse en ameublement","4","300","240","13576"
"","","","","Contremaître / Contremaîtresse en industrie du bois","Contremaître / Contremaîtresse en industrie du bois","4","300","240","13578"
"","","","","Contremaître / Contremaîtresse en menuiserie","Contremaître / Contremaîtresse en menuiserie","4","300","240","13579"
"","","","","Responsable d'atelier en industrie du bois","Responsable d'atelier en industrie du bois","4","300","240","18653"
"","","","","Responsable de fabrication en industrie du bois","Responsable de fabrication en industrie du bois","4","300","240","18709"
"","","","","Responsable de parc à bois","Responsable de parc à bois","4","300","240","18796"
"","","","","Responsable de parc à grumes","Responsable de parc à grumes","4","300","240","19212"
"","","","","Responsable de production en industrie du bois","Responsable de production en industrie du bois","4","300","240","18815"
"","","","","Responsable de scierie","Responsable de scierie","4","300","240","18852"
"H","22","05","Ouvrier / Ouvrière de scierie","","","3","291","241",""
"","","","","Chef de bois","Chef de bois","4","291","241","12069"
"","","","","Chef d'équipe de parc à bois","Chef d'équipe de parc à bois","4","291","241","12424"
"","","","","Chef d'équipe de parc à grumes","Chef d'équipe de parc à grumes","4","291","241","12425"
"","","","","Chef d'équipe de scierie","Chef d'équipe de scierie","4","291","241","12431"
"","","","","Classeur / Classeuse de bois","Classeur / Classeuse de bois","4","291","241","12651"
"","","","","Classeur / Classeuse qualité en première transformation du bois","Classeur(se) qualité en première transformation du bois","4","291","241","12653"
"","","","","Conducteur / Conductrice de ligne de sciage bois","Conducteur / Conductrice de ligne de sciage bois","4","291","241","12988"
"","","","","Conducteur / Conductrice de massicot en première transformation du bois","Conducteur(trice) massicot en première transformation bois","4","291","241","13099"
"","","","","Conducteur / Conductrice de séchoirs en première transformation du bois","Conducteur(trice) séchoirs en première transformation bois","4","291","241","13178"
"","","","","Conducteur opérateur / Conductrice opératrice de scierie","Conducteur opérateur / Conductrice opératrice de scierie","4","291","241","13312"
"","","","","Gestionnaire de parc à grumes","Gestionnaire de parc à grumes","4","291","241","15336"
"","","","","Opérateur / Opératrice de production granulés ou pellets de bois","Opérateur / Opératrice production granulés bois","4","291","241","200105"
"","","","","Ouvrier / Ouvrière de scierie","Ouvrier / Ouvrière de scierie","4","291","241","17461"
"","","","","Trieur-classeur / Trieuse-classeuse de bois","Trieur-classeur / Trieuse-classeuse de bois","4","291","241","20454"
"H","22","06","Menuisier / Menuisière","","","3","296","242",""
"","","","","Huissier (menuisier) / Huissière (menuisière)","Huissier (menuisier) / Huissière (menuisière)","4","296","242","489132"
"","","","","Maquettiste naval / Maquettiste navale","Maquettiste naval / Maquettiste navale","4","296","242","16377"
"","","","","Menuisier / Menuisière","Menuisier / Menuisière","4","296","242","16611"
"","","","","Menuisier / Menuisière atelier et pose","Menuisier / Menuisière atelier et pose","4","296","242","16613"
"","","","","Menuisier / Menuisière d'agencement","Menuisier / Menuisière d'agencement","4","296","242","16615"
"","","","","Menuisier / Menuisière d'atelier","Menuisier / Menuisière d'atelier","4","296","242","16616"
"","","","","Menuisier / Menuisière de bord","Menuisier / Menuisière de bord","4","296","242","16617"
"","","","","Menuisier / Menuisière de restauration","Menuisier / Menuisière de restauration","4","296","242","16618"
"","","","","Menuisier / Menuisière de ville","Menuisier / Menuisière de ville","4","296","242","16619"
"","","","","Menuisier / Menuisière du bâtiment","Menuisier / Menuisière du bâtiment","4","296","242","489131"
"","","","","Menuisier constructeur / Menuisière constructrice en décors de spectacle","Menuisier(ère) constructeur(trice) décors de spectacle","4","296","242","16614"
"","","","","Menuisier escaliéteur / Menuisière escaliéteuse","Menuisier escaliéteur / Menuisière escaliéteuse","4","296","242","16622"
"","","","","Menuisier naval embarqué / Menuisière navale embarquée","Menuisier naval embarqué / Menuisière navale embarquée","4","296","242","16624"
"","","","","Menuisier-agenceur / Menuisière-agenceuse de cuisines ou de salles de bains","Menuisier-agenceur / Menuisière-agenceuse cuisine salle bain","4","296","242","16628"
"","","","","Menuisier-maquettiste / Menuisière-maquettiste","Menuisier-maquettiste / Menuisière-maquettiste","4","296","242","16630"
"","","","","Prototypiste bois","Prototypiste bois","4","296","242","18215"
"","","","","Traceur / Traceuse en menuiserie","Traceur / Traceuse en menuiserie","4","296","242","20399"
"H","22","07","Ébéniste","","","3","298","243",""
"","","","","Bâtonnier / Bâtonnière d'art","Bâtonnier / Bâtonnière d'art","4","298","243","11497"
"","","","","Ébéniste","Ébéniste","4","298","243","14541"
"","","","","Ébéniste d'art","Ébéniste d'art","4","298","243","14542"
"","","","","Ébéniste-marqueteur / Ébéniste-marqueteuse","Ébéniste-marqueteur / Ébéniste-marqueteuse","4","298","243","14543"
"","","","","Ébéniste-menuisier / Ébéniste-menuisière","Ébéniste-menuisier / Ébéniste-menuisière","4","298","243","14544"
"","","","","Façonnier / Façonnière de meubles en bois et matériaux associés","Façonnier(ère) de meubles en bois et matériaux associés","4","298","243","15038"
"","","","","Menuisier / Menuisière en meubles","Menuisier / Menuisière en meubles","4","298","243","16620"
"","","","","Menuisier / Menuisière en sièges","Menuisier / Menuisière en sièges","4","298","243","16621"
"","","","","Menuisier-ébéniste / Menuisière-ébéniste","Menuisier-ébéniste / Menuisière-ébéniste","4","298","243","16629"
"","","","","Ouvrier / Ouvrière ébéniste","Ouvrier / Ouvrière ébéniste","4","298","243","17488"
"","","","","Restaurateur / Restauratrice de meubles","Restaurateur / Restauratrice de meubles","4","298","243","19221"
"","","","","Restaurateur / Restauratrice de meubles anciens","Restaurateur / Restauratrice de meubles anciens","4","298","243","19222"
"","","","","Restaurateur / Restauratrice d'ouvrages décoratifs en bois","Restaurateur / Restauratrice d'ouvrages décoratifs en bois","4","298","243","19233"
"H","22","08","Sculpteur / Sculptrice sur bois","","","3","299","244",""
"","","","","Boisselier / Boisselière","Boisselier / Boisselière","4","299","244","11552"
"","","","","Encadreur / Encadreuse","Encadreur / Encadreuse","4","299","244","14822"
"","","","","Fabricant / Fabricante de jouets en bois","Fabricant / Fabricante de jouets en bois","4","299","244","15025"
"","","","","Façonnier / Façonnière d'ouvrages décoratifs en bois et matériaux associés","Façonnier(ère) ouvrages décoratifs bois, matériaux associés","4","299","244","15042"
"","","","","Maquettiste de modèles réduits en bois","Maquettiste de modèles réduits en bois","4","299","244","16367"
"","","","","Marqueteur / Marqueteuse","Marqueteur / Marqueteuse","4","299","244","16414"
"","","","","Marqueteur / Marqueteuse de paille","Marqueteur / Marqueteuse de paille","4","299","244","16415"
"","","","","Nacreur / Nacreuse","Nacreur / Nacreuse","4","299","244","16945"
"","","","","Nacrier / Nacrière","Nacrier / Nacrière","4","299","244","16946"
"","","","","Pipier / Pipière sur bois","Pipier / Pipière sur bois","4","299","244","17789"
"","","","","Sabotier / Sabotière","Sabotier / Sabotière","4","299","244","19296"
"","","","","Sculpteur / Sculptrice statuaire bois","Sculpteur / Sculptrice statuaire bois","4","299","244","19341"
"","","","","Sculpteur / Sculptrice sur bois","Sculpteur / Sculptrice sur bois","4","299","244","19342"
"","","","","Sculpteur modeleur / Sculptrice modeleuse sur bois","Sculpteur modeleur / Sculptrice modeleuse sur bois","4","299","244","19337"
"","","","","Tabletier / Tabletière","Tabletier / Tabletière","4","299","244","19615"
"","","","","Tourneur / Tourneuse sur bois","Tourneur / Tourneuse sur bois","4","299","244","20377"
"H","22","09","Dessinateur / Dessinatrice de structures en bois","","","3","302","245",""
"","","","","Agent / Agente de contrôle de montage sur bois","Agent / Agente de contrôle de montage sur bois","4","302","245","10415"
"","","","","Agent / Agente de planification en industrie du bois","Agent / Agente de planification en industrie du bois","4","302","245","10545"
"","","","","Agent / Agente des méthodes en industrie du bois","Agent / Agente des méthodes en industrie du bois","4","302","245","10696"
