"code_grand_domaine","code_domaine_professionnel","numero_fiche_rome","intitule","libelle_appellation_long","libelle_appellation_court","type_provenance","code_fiche","ogr_rome","ogr_appellation"
"","","","","Accompagnateur médicosocial / Accompagnatrice médicosociale de personnes dépendantes","Accompagnateur(trice) médicosocial(e) de personne dépendante","4","388","375","10221"
"","","","","Accompagnateur médicosocial / Accompagnatrice médicosociale de personnes en post-cure","Accompagnateur(trice) médicosocial(e) personnes en post-cure","4","388","375","10222"
"","","","","Aide médico-psychologique","Aide médico-psychologique","4","388","375","10856"
"","","","","Assistant / Assistante de soins en gérontologie","Assistant / Assistante de soins en gérontologie","4","388","375","38389"
"","","","","Avéjiste","Avéjiste","4","388","375","11466"
"","","","","Éducateur / Éducatrice en locomotion","Éducateur / Éducatrice en locomotion","4","388","375","14592"
"","","","","Instructeur / Instructrice en locomotion","Instructeur / Instructrice en locomotion","4","388","375","16017"
"","","","","Intervenant / Intervenante en accompagnement médicosocial","Intervenant / Intervenante en accompagnement médicosocial","4","388","375","16053"
"","","","","Rééducateur / Rééducatrice en autonomie de la vie journalière","Rééducateur(trice) en autonomie de la vie journalière","4","388","375","18391"
"","","","","Rééducateur / Rééducatrice en locomotion","Rééducateur / Rééducatrice en locomotion","4","388","375","18392"
"K","13","02","Assistant / Assistante de vie dépendance","","","3","392","376",""
"","","","","Aide aux personnes âgées","Aide aux personnes âgées","4","392","376","10816"
"","","","","Assistant / Assistante de vie auprès de personnes âgées","Assistant / Assistante de vie auprès de personnes âgées","4","392","376","11256"
"","","","","Assistant / Assistante de vie auprès de personnes handicapées","Assistant(e) de vie auprès de personnes handicapées","4","392","376","11257"
"","","","","Assistant / Assistante de vie dépendance","Assistant / Assistante de vie dépendance","4","392","376","38087"
"","","","","Auxiliaire familiale et sanitaire","Auxiliaire familiale et sanitaire","4","392","376","11460"
"","","","","Garde-malade","Garde-malade","4","392","376","15207"
"K","13","03","Garde d'enfant à domicile","","","3","394","377",""
"","","","","Auxiliaire de vie sociale auprès d'enfants","Auxiliaire de vie sociale auprès d'enfants","4","394","377","11455"
"","","","","Baby-sitter","Baby-sitter","4","394","377","11480"
"","","","","Éducateur familial / Éducatrice familiale","Éducateur familial / Éducatrice familiale","4","394","377","14594"
"","","","","Employé familial / Employée familiale auprès d'enfants","Employé familial / Employée familiale auprès d'enfants","4","394","377","14804"
"","","","","Garde d'enfant à domicile","Garde d'enfant à domicile","4","394","377","15196"
"","","","","Gouvernant / Gouvernante d'enfant à domicile","Gouvernant / Gouvernante d'enfant à domicile","4","394","377","15383"
"","","","","Maître / Maîtresse de maison d'enfants","Maître / Maîtresse de maison d'enfants","4","394","377","16326"
"K","13","04","Employé familial / Employée familiale de maison","","","3","390","378",""
"","","","","Agent / Agente à domicile","Agent / Agente à domicile","4","390","378","10348"
"","","","","Aide à domicile","Aide à domicile","4","390","378","10805"
"","","","","Aide familial / Aide familiale","Aide familial / Aide familiale","4","390","378","10846"
"","","","","Aide ménager / Aide ménagère à domicile","Aide ménager / Aide ménagère à domicile","4","390","378","10857"
"","","","","Employé / Employée de maison","Employé / Employée de maison","4","390","378","14771"
"","","","","Employé / Employée de ménage","Employé / Employée de ménage","4","390","378","14774"
"","","","","Employé familial / Employée familiale de maison","Employé familial / Employée familiale de maison","4","390","378","14805"
"","","","","Employé familial polyvalent / Employée familiale polyvalente","Employé familial polyvalent / Employée familiale polyvalente","4","390","378","14806"
"","","","","Gouvernant / Gouvernante à domicile","Gouvernant / Gouvernante à domicile","4","390","378","15382"
"","","","","Gouvernant / Gouvernante d'intérieur","Gouvernant / Gouvernante d'intérieur","4","390","378","15386"
"","","","","Intervenant familial / Intervenante familiale de maison","Intervenant familial / Intervenante familiale de maison","4","390","378","16064"
"","","","","Majordome","Majordome","4","390","378","16327"
"K","13","05","Technicien / Technicienne Intervention Sociale et Familiale (TISF)","","","3","615","28964",""
"","","","","Gouvernant / Gouvernante en maison de retraite","Gouvernant / Gouvernante en maison de retraite","4","615","28964","15389"
"","","","","Maître / Maîtresse de maison dans une unité de vie pour personnes âgées","Maître(sse) de maison dans unité de vie pour personnes âgées","4","615","28964","28984"
"","","","","Maître / Maîtresse de maison de retraite","Maître / Maîtresse de maison de retraite","4","615","28964","16325"
"","","","","Maître / Maîtresse de maison d'établissement à caractère social","Maître(sse) de maison d'établissement à caractère social","4","615","28964","28966"
"","","","","Maître / Maîtresse de maison familiale","Maître / Maîtresse de maison familiale","4","615","28964","28965"
"","","","","Technicien / Technicienne Intervention Sociale et Familiale (TISF)","Technicien(ne) Intervention Sociale et Familiale","4","615","28964","20174"
"","","","","Technicien administratif et social / Technicienne administrative et sociale","Technicien(ne) administratif(ve) et social(e)","4","615","28964","19648"
"K","13","06","Auxiliaire de Vie Sociale (AVS)","","","3","30066","404044",""
"","","","","Accompagnant éducatif et social / Accompagnante éducative et sociale à domicile","Accompagnant(e) éducatif(ve) et social(e) à domicile","4","30066","404044","140949"
"","","","","Accompagnant éducatif et social / Accompagnante éducative et sociale en structure collective","Accompagnant(e) éducatif(ve) social(e) structure collective","4","30066","404044","140948"
"","","","","Auxiliaire de gériatrie","Auxiliaire de gériatrie","4","30066","404044","11446"
"","","","","Auxiliaire de gérontologie","Auxiliaire de gérontologie","4","30066","404044","11447"
"","","","","Auxiliaire de Vie Sociale (AVS)","Auxiliaire de Vie Sociale -AVS-","4","30066","404044","11456"
"","","","","Auxiliaire familiale","Auxiliaire familiale","4","30066","404044","11459"
"K","13","07","Animateur / Animatrice petite enfance","","","3","30067","404045",""
"","","","","Accompagnant éducatif / Accompagnante éducative petite enfance","Accompagnant / Accompagnante éducative petite enfance","4","30067","404045","404268"
"","","","","Aide maternel / Aide maternelle de crèche - Halte-garderie","Aide maternel / Aide maternelle de crèche - halte-garderie","4","30067","404045","38633"
"","","","","Animateur / Animatrice petite enfance","Animateur / Animatrice petite enfance","4","30067","404045","404267"
"","","","","Assistant / Assistante accueil petite enfance","Assistant / Assistante accueil petite enfance","4","30067","404045","11180"
"","","","","Assistant / Assistante d'éducation de la petite enfance","Assistant / Assistante d'éducation de la petite enfance","4","30067","404045","404269"
"K","13","08","Agent territorial spécialisé / Agente territoriale spécialisée des écoles maternelles (ATSEM)","","","3","30068","404046",""
"","","","","Agent spécialisé / Agente spécialisée des écoles maternelles (ASEM)","Agent(e) spécialisée des écoles maternelles (ASEM)","4","30068","404046","10756"
"","","","","Agent spécialisé / Agente spécialisée des écoles primaires","Agent spécialisé / Agente spécialisée des écoles primaires","4","30068","404046","10757"
"","","","","Agent territorial spécialisé / Agente territoriale spécialisée des écoles maternelles (ATSEM)","Agent / Agente territoriale spécialisée écoles maternelles","4","30068","404046","404270"
"","","","","Aide maternel / Aide maternelle d'école","Aide maternel / Aide maternelle d'école","4","30068","404046","10854"
"K","13","09","Accueillant familial / Accueillante familiale auprès d'enfants","","","3","30103","404543",""
"","","","","Accueillant / Accueillante d'enfants","Accueillant / Accueillante d'enfants","4","30103","404543","404915"
"","","","","Accueillant familial / Accueillante familiale auprès d'enfants","Accueillant(e) familial(e) auprès d'enfants","4","30103","404543","10238"
"","","","","Accueillant familial / Accueillante familiale thérapeutique auprès d'enfants","Accueillant(e) familial(e) thérapeutique auprès d'enfants","4","30103","404543","10240"
"","","","","Assistant familial / Assistante familiale","Assistant familial / Assistante familiale","4","30103","404543","11287"
"","","","","Assistant maternel / Assistante maternelle en famille d'accueil","Assistant(e) maternel(le) en famille d'accueil","4","30103","404543","11307"
"","","","","Auxiliaire parental / Auxiliaire parentale","Auxiliaire parental / Auxiliaire parentale","4","30103","404543","11462"
"K","13","10","Assistant maternel agréé / Assistante maternelle agréée","","","3","30102","404544",""
"","","","","Assistant maternel / Assistante maternelle","Assistant maternel / Assistante maternelle","4","30102","404544","11304"
"","","","","Assistant maternel / Assistante maternelle à domicile","Assistant maternel / Assistante maternelle à domicile","4","30102","404544","11305"
"","","","","Assistant maternel / Assistante maternelle du particulier employeur","Assistant(e) maternel(le) du particulier employeur","4","30102","404544","11306"
"","","","","Assistant maternel agréé / Assistante maternelle agréée","Assistant maternel agréé / Assistante maternelle agréée","4","30102","404544","38088"
"","","","","Nourrice","Nourrice","4","30102","404544","16999"
"K","13","11","Assistant / Assistante de vie aux familles","","","3","32439","488323",""
"","","","","Assistant / Assistante de convivialité à domicile","Assistant / Assistante de convivialité à domicile","4","32439","488323","11225"
"","","","","Assistant / Assistante de vie aux familles","Assistant / Assistante de vie aux familles","4","32439","488323","11255"
"","","","","Auxiliaire de vie","Auxiliaire de vie","4","32439","488323","11453"
"","","","","Employé / Employée à domicile auprès d'adultes","Employé / Employée à domicile auprès d'adultes","4","32439","488323","14747"
"","","","","Employé familial / Employée familiale auprès d'adultes","Employé familial / Employée familiale auprès d'adultes","4","32439","488323","14807"
"","","","","Monsieur / Dame de compagnie","Monsieur / Dame de compagnie","4","32439","488323","16750"
"K","13","12","Accueillant familial / Accueillante familiale thérapeutique auprès d'adultes","","","3","32454","488338",""
