"code_rome","code_fiche_metier","code_ogr","libelle_rome","transition_eco","transition_num","transition_demo","emploi_reglemente","emploi_cadre","code_rome_parent"
"H3406","30090","404974","Opérateur / Opératrice en polissage de bijouterie ou d'orfèvrerie","Emploi Blanc","N","N","O","N","H3401"
"H3407","32962","490329","Metteur au bain / Metteuse au bain argenture - dorure en orfèvrerie","Emploi Blanc","N","N","O","N","H3402"
"H3408","32963","490351","Metteur au point polisseur / Metteuse au point polisseuse sur matrice en orfèvrerie","Emploi Blanc","N","N","O","N","H3402"
"I1101","239","304","Directeur / Directrice des travaux bâtiment","Emploi stratégique pour la Transition écologique","","","","","I1101"
"I1102","236","305","Ingénieur / Ingénieure de maintenance industrielle","Emploi stratégique pour la Transition écologique","","","","","I1102"
"I1103","583","306","Chef d'atelier automobile","Emploi stratégique pour la Transition écologique","","","","","I1103"
"I1104","32758","488902","Ingénieur / Ingénieure infrastructures télécoms réseaux mobiles","Emploi stratégique pour la Transition écologique","O","N","N","O","I1101"
"I1105","32786","488930","Responsable de maintenance et d'exploitation","Emploi Blanc","N","N","O","O","I1101"
"I1106","32869","489085","Responsable de maintenance réseaux des territoires connectés","Emploi Blanc","N","N","O","O","I1101"
"I1107","32705","488788","Responsable d'atelier de mécanique parcs et jardins","Emploi stratégique pour la Transition écologique","N","N","N","N","I1607"
"I1201","246","307","Afficheur / Afficheuse","Emploi Blanc","","","","","I1201"
"I1202","243","308","Agent / Agente d'entretien de la voirie","Emploi stratégique pour la Transition écologique","","","","","I1202"
"I1203","241","309","Agent / Agente d'entretien du bâtiment","Emploi Blanc","N","N","N","N","I1203"
"I1204","32553","488571","Agent / Agente d'entretien des piscines","Emploi Blanc","N","N","N","N","I1203"
"I1205","32610","488628","Installateur vérificateur / Installatrice vérificatrice d'extincteurs","Emploi Blanc","N","N","O","N","I1203"
"I1301","260","310","Ascensoriste","Emploi Blanc","","","","","I1301"
"I1302","258","311","Technicien / Technicienne de maintenance d'installations automatisées","Emploi Blanc","N","N","N","N","I1302"
"I1303","248","312","Technicien / Technicienne de maintenance de distributeurs automatiques","Emploi Blanc","","","","","I1303"
"I1304","256","313","Technicien / Technicienne de maintenance industrielle","Emploi stratégique pour la Transition écologique","","","","","I1304"
"I1305","265","314","Électronicien / Électronicienne de maintenance","Emploi Blanc","","","","","I1305"
"I1306","263","315","Frigoriste","Emploi stratégique pour la Transition écologique","","","","","I1306"
"I1307","253","316","Installateur / Installatrice fibre optique","Emploi Blanc","N","N","N","N","I1307"
"I1308","261","317","Technicien / Technicienne chauffagiste","Emploi stratégique pour la Transition écologique","","","","","I1308"
"I1309","251","318","Électricien / Électricienne de maintenance","Emploi Blanc","","","","","I1309"
"I1310","249","319","Mécanicien / Mécanicienne de maintenance industrielle","Emploi stratégique pour la Transition écologique","","","","","I1310"
"I1311","32408","488292","Technicien / Technicienne installation réseaux câblés fibre optique","Emploi Blanc","N","N","N","N","I1307"
"I1312","32448","488332","Technicien / Technicienne réseaux mobiles","Emploi Blanc","O","N","N","N","I1307"
"I1313","32587","488605","Hydraulicien industriel / Hydraulicienne industrielle","Emploi stratégique pour la Transition écologique","N","N","N","O","I1302"
"I1314","32664","488747","Monteur installateur / Monteuse installatrice d'équipements connectés","Emploi Blanc","O","N","N","N","I1307"
"I1315","32725","488869","Monteur raccordeur / Monteuse raccordeuse fibre optique","Emploi Blanc","O","N","N","N","I1307"
"I1316","32739","488883","Technicien / Technicienne de maintenance Chauffage, Ventilation et Climatisation - CVC","Emploi stratégique pour la Transition écologique","N","N","N","N","I1306"
"I1317","32756","488900","Technicien / Technicienne de maintenance fibre optique","Emploi Blanc","N","N","N","N","I1307"
"I1318","32767","488911","Instrumentiste Industriel / Industrielle","Emploi Blanc","N","N","N","N","I1302"
"I1319","32902","489191","Technicien / Technicienne de maintenance réseaux mobiles","Emploi Blanc","O","N","N","N","I1307"
"I1320","32917","489206","Technicien / Technicienne de maintenance d'équipements connectés","Emploi Blanc","O","N","N","N","I1307"
"I1401","267","320","Technicien / Technicienne de maintenance en informatique","Emploi Blanc","O","","","","I1401"
"I1402","271","321","Technicien / Technicienne SAV","Emploi stratégique pour la Transition écologique","","","","","I1402"
"I1403","32465","488349","Technicien / Technicienne Datacenter","Emploi Blanc","O","N","N","N","I1401"
"I1404","32817","489033","Conseiller / Conseillère support technique informatique","Emploi Blanc","O","N","N","N","I1401"
"I1405","32906","489195","Administrateur / Administratrice bureautique","Emploi Blanc","O","N","N","N","I1401"
"I1501","275","322","Cordiste","Emploi Blanc","N","N","N","N","I1501"
"I1502","277","323","Scaphandrier / Scaphandrière","Emploi Blanc","","","","","I1502"
"I1503","273","324","Technicien / Technicienne en risques technologiques","Emploi Vert","","","","","I1503"
"I1504","32389","488273","Décontaminateur / Décontamineuse nucléaire et radiologique","Emploi stratégique pour la Transition écologique","N","N","O","N","I1503"
"I1505","32397","488281","Technicien / Technicienne déchet nucléaire","Emploi stratégique pour la Transition écologique","N","N","O","N","I1503"
"I1506","32687","488770","Chef / Cheffe d'équipe cordiste","Emploi Blanc","N","N","N","N","I1501"
"I1507","32797","489013","Opérateur / Opératrice démantèlement nucléaire","Emploi stratégique pour la Transition écologique","N","N","N","N","I1503"
"I1601","279","325","Préparateur / Préparatrice de bateau","Emploi Blanc","N","N","N","N","I1601"
"I1602","292","326","Mécanicien / Mécanicienne aéronautique","Emploi Brun","N","N","O","N","I1602"
"I1603","584","327","Mécanicien-réparateur / Mécanicienne-réparatrice en matériels agricoles","Emploi Blanc","N","N","N","N","I1603"
"I1604","285","328","Mécanicien / Mécanicienne automobile","Emploi stratégique pour la Transition écologique","N","N","N","N","I1604"
"I1605","283","329","Mécanicien / Mécanicienne en mécanique marine/navale","Emploi Blanc","N","N","N","N","I1605"
"I1606","290","330","Carrossier-peintre / Carrossière-peintre","Emploi Blanc","","","","","I1606"
"I1607","287","331","Mécanicien / Mécanicienne motocycles","Emploi stratégique pour la Transition écologique","","","","","I1607"
"I1608","32589","488607","Démonteur / Démonteuse de véhicules hors d'usage","Emploi Blanc","N","N","N","N","I1604"
"I1609","32919","489208","Peintre automobile","Emploi Blanc","N","N","N","N","I1606"
"I1610","32595","488613","Responsable atelier carrosserie","Emploi Blanc","N","N","N","N","I1606"
"I1611","32863","489079","Préparateur / Préparatrice de véhicules automobiles","Emploi Blanc","N","N","N","N","I1604"
"I1612","32829","489045","Technicien expert / Technicienne experte après-vente automobile","Emploi Blanc","N","N","N","N","I1604"
"I1613","32648","488731","Mécanicien / Mécanicienne des véhicules des transports routiers","Emploi Blanc","N","N","N","N","I1604"
"I1614","32653","488736","Préparateur / Préparatrice en peinture automobile","Emploi Blanc","N","N","N","N","I1606"
"I1615","32659","488742","Dépanneur-remorqueur / Dépanneuse-remorqueuse de véhicules","Emploi Blanc","N","N","O","N","I1604"
"I1616","32806","489022","Mécanicien / Mécanicienne d'engins de chantier et de travaux publics","Emploi Blanc","N","N","N","N","I1603"
"I1617","32708","488791","Contrôleur / Contrôleuse technique de véhicules","Emploi stratégique pour la Transition écologique","N","N","O","N","I1604"
"I1618","32722","488866","Mécanicien / Mécanicienne en matériels motorisés de parcs et jardins","Emploi stratégique pour la Transition écologique","N","N","N","N","I1607"
"I1619","32726","488870","Mécanicien / Mécanicienne cycles","Emploi stratégique pour la Transition écologique","N","N","N","N","I1607"
"I1620","32745","488889","Mécanicien-réparateur / Mécanicienne-réparatrice d'engins de levage et de manutention","Emploi Blanc","N","N","N","N","I1603"
"J1101","295","332","Médecin du travail et de prévention","Emploi Blanc","N","O","O","O","J1101"
"J1102","297","333","Médecin généraliste","Emploi Blanc","","O","","","J1102"
"J1103","301","334","Dentiste","Emploi Blanc","","O","","","J1103"
"J1104","304","335","Homme sage-femme / Sage-femme","Emploi Blanc","N","O","O","N","J1104"
"J1105","30064","404041","Médecin coordonnateur","Emploi Blanc","","O","O","O","J1102"
"J1106","32414","488298","Responsable médical / Responsable médicale en région (RMR-MSL)","Emploi Blanc","N","O","O","O","J1102"
"J1107","32643","488726","Médecin scolaire","Emploi Blanc","N","N","O","O","J1101"
"J1108","32681","488764","Médecin régulateur","Emploi Blanc","N","O","O","O","J1102"
"J1109","32736","488880","Médecin de la Protection Maternelle et Infantile -PMI-","Emploi Blanc","N","O","O","O","J1101"
"J1110","32772","488916","Médecin légiste","Emploi Blanc","N","N","O","O","J1102"
"J1111","32925","489214","Gynécologue","","","","O","O","J1102"
"J1201","306","336","Biologiste médical / Biologiste médicale","Emploi Blanc","N","O","O","O","J1201"
"J1202","309","337","Pharmacien / Pharmacienne","Emploi Blanc","N","O","O","O","J1202"
"J1203","32576","488594","Directeur / Directrice de laboratoire d'analyses vétérinaires","Emploi Blanc","N","N","N","O","J1201"
"J1204","32660","488743","Directeur / Directrice de laboratoire d'analyses de biologie médicale","Emploi Blanc","N","N","N","O","J1201"
"J1301","316","338","Agent / Agente de service hospitalier (ASH)","Emploi Blanc","N","O","N","N","J1301"
"J1302","325","339","Technicien / Technicienne de laboratoires d'analyses médicales","Emploi Blanc","","O","","","J1302"
"J1303","319","340","Assistant médical / Assistante médicale","Emploi Blanc","","","","","J1303"
"J1304","314","341","Auxiliaire de puériculture","Emploi Blanc","N","N","O","N","J1304"
"J1305","321","342","Ambulancier / Ambulancière","Emploi Blanc","","","","","J1305"
"J1306","328","343","Manipulateur / Manipulatrice en radiologie","Emploi Blanc","","O","","","J1306"
"J1307","323","344","Préparateur / Préparatrice en pharmacie","Emploi Blanc","","O","","","J1307"
"J1308","30059","404042","Brancardier / Brancardière","Emploi Blanc","","","","","J1301"
"J1309","30065","404043","Agent / Agente de stérilisation de service hospitalier","Emploi Blanc","N","N","N","N","J1301"
"J1401","335","345","Audioprothésiste","Emploi Blanc","","O","","","J1401"
"J1402","338","346","Diététicien / Diététicienne","Emploi Blanc","","O","","","J1402"
"J1403","340","347","Ergothérapeute","Emploi Blanc","","O","","","J1403"
"J1404","331","348","Kinésithérapeute","Emploi Blanc","N","O","O","O","J1404"
"J1405","341","349","Opticien / Opticienne","Emploi Blanc","","O","","","J1405"
"J1406","342","350","Orthophoniste","Emploi Blanc","N","O","O","N","J1406"
"J1407","343","351","Orthoptiste","Emploi Blanc","","O","","","J1407"
"J1408","333","352","Ostéopathe","Emploi Blanc","","O","","","J1408"
"J1409","344","353","Podologue","Emploi Blanc","","O","","","J1409"
"J1410","345","354","Prothésiste dentaire","Emploi Blanc","","O","","","J1410"
"J1411","346","355","Orthoprothésiste","Emploi Blanc","","O","","","J1411"
"J1412","347","356","Psychomotricien / Psychomotricienne","Emploi Blanc","","O","","","J1412"
"J1413","32684","488767","Physiothérapeute","Emploi Blanc","N","O","O","O","J1404"
"J1501","349","357","Aide-soignant / Aide-soignante","Emploi Blanc","N","O","O","N","J1501"
"J1502","357","358","Cadre de santé d'unité de soins ou de service paramédical","Emploi Blanc","N","O","O","O","J1502"
"J1503","351","359","Infirmier / Infirmière anesthésiste (IADE)","Emploi Blanc","","","O","","J1503"
"J1504","360","360","Infirmier / Infirmière de bloc opératoire (IBODE)","Emploi Blanc","N","N","O","N","J1504"
"J1505","354","361","Infirmier / Infirmière de prévention","Emploi Blanc","N","O","O","N","J1505"
"J1506","355","362","Infirmier / Infirmière en soins généraux (IDE)","Emploi Blanc","N","O","O","O","J1506"
"J1507","362","363","Infirmier / Infirmière en puériculture","Emploi Blanc","N","N","O","N","J1507"
"J1508","32405","488289","Infirmier / Infirmière en Pratique Avancée (IPA)","Emploi Blanc","N","O","O","O","J1506"
"J1509","32466","488350","Responsable de secteur coordinateur / Responsable de secteur coordinatrice","Emploi Blanc","N","O","O","O","J1502"
"J1510","32549","488567","Infirmier coordinateur / Infirmière coordinatrice (IDEC)","Emploi Blanc","N","O","O","O","J1506"
"J1511","32728","488872","Infirmier / Infirmière scolaire","Emploi Blanc","N","N","O","N","J1505"
"J1512","32908","489197","Infirmier / Infirmière de santé au travail","Emploi Blanc","N","O","O","N","J1505"
"K1101","365","364","Médiateur familial / Médiatrice familiale","Emploi Blanc","","","","","K1101"
"K1102","367","365","Mandataire judiciaire à la protection des majeurs","Emploi Blanc","","","","","K1102"
"K1103","370","366","Coach en développement personnel","Emploi Blanc","","O","","","K1103"
"K1104","372","367","Psychologue","Emploi Blanc","","O","","","K1104"
"K1105","32859","489075","Art thérapeute","Emploi Blanc","N","N","N","N","K1104"
"K1201","590","368","Assistant social / Assistante sociale","Emploi Blanc","","O","","","K1201"
"K1202","381","369","Éducateur / Éducatrice de jeunes enfants","Emploi Blanc","","O","","","K1202"
"K1203","386","370","Éducateur technique spécialisé / Éducatrice technique spécialisée","Emploi Blanc","","O","","","K1203"
"K1204","589","371","Médiateur social / Médiatrice sociale","Emploi Blanc","","O","","","K1204"
"K1205","602","372","Agent / Agente d'accueil social","Emploi Blanc","","O","","","K1205"
"K1206","379","373","Animateur socioculturel / Animatrice socioculturelle","Emploi Blanc","","O","","","K1206"
"K1207","383","374","Éducateur spécialisé / Éducatrice spécialisée","Emploi Blanc","N","O","O","N","K1207"
"K1208","32441","488325","Moniteur éducateur / Monitrice éducatrice","Emploi Blanc","N","O","O","N","K1207"
"K1209","32569","488587","Coordonnateur / Coordonnatrice de projet socioéducatif","Emploi Blanc","N","O","N","N","K1207"
"K1210","32700","488783","Éducateur / Éducatrice de la protection judiciaire de la jeunesse","Emploi Blanc","N","N","O","N","K1207"
"K1211","32843","489059","Conseiller / Conseillère d'Insertion et de Probation -CIP-","Emploi Blanc","N","N","O","N","K1207"
"K1212","32941","489963","Ministre du culte","","","","","","K1204"
"K1301","388","375","Accompagnateur médicosocial / Accompagnatrice médicosociale","Emploi Blanc","","O","","","K1301"
"K1302","392","376","Assistant / Assistante de vie dépendance","Emploi Blanc","N","O","N","N","K1302"
"K1303","394","377","Garde d'enfant à domicile","Emploi Blanc","","O","","","K1303"
"K1304","390","378","Employé familial / Employée familiale de maison","Emploi Blanc","N","O","N","N","K1304"
"K1305","615","28964","Technicien / Technicienne Intervention Sociale et Familiale (TISF)","Emploi Blanc","N","O","O","N","K1305"
"K1306","30066","404044","Auxiliaire de Vie Sociale (AVS)","Emploi Blanc","N","O","O","N","K1302"
"K1307","30067","404045","Animateur / Animatrice petite enfance","Emploi Blanc","","","","N","K1303"
"K1308","30068","404046","Agent territorial spécialisé / Agente territoriale spécialisée des écoles maternelles (ATSEM)","Emploi Blanc","","","","","K1303"
"K1309","30103","404543","Accueillant familial / Accueillante familiale auprès d'enfants","Emploi Blanc","","O","O","","K1303"
"K1310","30102","404544","Assistant maternel agréé / Assistante maternelle agréée","Emploi Blanc","","","O","","K1303"
"K1311","32439","488323","Assistant / Assistante de vie aux familles","Emploi Blanc","N","O","N","N","K1302"
"K1312","32454","488338","Accueillant familial / Accueillante familiale thérapeutique auprès d'adultes","Emploi Blanc","N","O","O","N","K1302"
"K1313","32934","489223","Employé / Employée au pair","Emploi Blanc","N","N","N","N","K1303"
"K1401","397","379","Cadre Dirigeant / Dirigeante d'administration centrale","Emploi Blanc","","","","","K1401"
"K1402","406","380","Médecin conseil","Emploi Blanc","","O","","","K1402"
"K1403","592","381","Directeur / Directrice de structure de santé, sociale ou pénitentiaire","Emploi Blanc","","O","","","K1403"
"K1404","400","382","Chargé / Chargée de mission développement territorial","Emploi Blanc","","","","","K1404"
"K1405","403","383","Préfet / Préfète","Emploi Blanc","","","","","K1405"
"K1406","30104","404545","Secrétaire de mairie","Emploi Blanc","","","O","","K1404"
"K1407","32409","488293","Directeur / Directrice d'établissement médicosocial","Emploi Blanc","N","O","O","O","K1403"
"K1408","32410","488294","Responsable de secteur d'aide à domicile","Emploi Blanc","N","O","N","O","K1403"
"K1409","32427","488311","Responsable de structure sanitaire et sociale","Emploi Blanc","N","O","N","O","K1403"
"K1410","32858","489074","Directeur régional / Directrice régionale des services pénitentiaires","Emploi Blanc","N","N","O","O","K1403"
"K1501","419","384","Agent / Agente de constatation des douanes","Emploi Blanc","","","","","K1501"
"K1502","428","385","Inspecteur / Inspectrice du travail","Emploi Blanc","","","","","K1502"
"K1503","421","386","Contrôleur / Contrôleuse des impôts","Emploi Blanc","","","","","K1503"
"K1504","426","387","Régisseur / Régisseuse de recettes","Emploi Blanc","","","","","K1504"
"K1505","423","388","Inspecteur / Inspectrice des douanes","Emploi Blanc","","","","","K1505"
"K1601","430","389","Documentaliste","Emploi Blanc","","","","","K1601"
"K1602","432","390","Conservateur / Conservatrice du patrimoine","Emploi Blanc","","","O","O","K1602"
"K1603","32443","488327","Bibliothécaire","Emploi Blanc","N","N","N","N","K1601"
"K1604","32592","488610","Directeur / Directrice d'établissement culturel","Emploi Blanc","N","N","N","O","K1602"
"K1605","32644","488727","Commissaire d'exposition","Emploi Blanc","N","N","N","O","K1602"
"K1606","32675","488758","Responsable de la conservation préventive","","N","N","N","O","K1602"
"K1607","32864","489080","Conservateur / Conservatrice des antiquités et objets d'art","Emploi Blanc","N","N","O","O","K1602"
"K1701","440","391","Militaire du rang Combattant / Combattante","Emploi Blanc","N","N","N","N","K1701"
"K1702","449","392","Responsable de sécurité civile et de secours","Emploi Blanc","","","","","K1702"
"K1703","438","393","Responsable Opérationnel / Opérationnelle de la défense","Emploi Blanc","","","","","K1703"
"K1704","451","394","Officier / Officière de police","Emploi Blanc","","","","","K1704"
"K1705","448","395","Secouriste","Emploi Blanc","","","","","K1705"
"K1706","435","396","Agent / Agente de la force publique","Emploi Blanc","","","","","K1706"
"K1707","442","397","Policier municipal / Policière municipale","Emploi Blanc","","","","","K1707"
"K1708","32411","488295","Gardien / Gardienne de la paix","Emploi Blanc","N","N","O","N","K1706"
"K1709","32436","488320","Commissaire de police","Emploi Blanc","N","N","N","O","K1704"
"K1710","32461","488345","Officier de police judiciaire / Officière de police judiciaire","Emploi Blanc","N","N","O","O","K1704"
"K1711","32575","488593","Surveillant pénitentiaire / Surveillante pénitentiaire","Emploi Blanc","N","N","O","N","K1706"
"K1712","32625","488708","Conducteur / Conductrice de véhicule de combat","Emploi Blanc","N","N","O","N","K1701"
"K1713","32629","488712","Tireur / Tireuse d'engin blindé","Emploi Blanc","N","N","O","N","K1701"
"K1714","32748","488892","Missilier / Missilière artillerie","Emploi Blanc","N","N","N","N","K1701"
"K1715","32762","488906","Officier / Officière des forces armées","Emploi Blanc","N","N","N","O","K1701"
"K1716","32763","488907","Chef / Cheffe de service pénitentiaire","Emploi Blanc","N","N","O","O","K1704"
"K1717","32818","489034","Technicien électronicien / Technicienne électronicienne des armées","Emploi Blanc","N","N","N","N","K1701"
"K1718","32837","489053","Mécanicien / Mécanicienne de systèmes d'armes","Emploi Blanc","N","N","N","N","K1701"
"K1719","32878","489167","Chef / Cheffe de police municipale","Emploi Blanc","N","N","O","O","K1707"
"K1720","32897","489186","Gardien / Gardienne de compagnie républicaine de sécurité","Emploi Blanc","N","N","O","N","K1706"
"K1721","32923","489212","Technicien / Technicienne en investigation criminelle","Emploi Blanc","N","N","N","N","K1706"
"K1722","32891","489180","Conducteur / Conductrice d'autorité de l'armée","Emploi Blanc","N","N","O","N","N4102"
"K1723","32790","488934","Conducteur / Conductrice Véhicule Léger de l'armée","Emploi Blanc","N","N","O","N","N4102"
"K1724","32642","488725","Mécanicien / Mécanicienne d'engins blindés","Emploi Blanc","N","N","N","N","I1603"
"K1801","452","398","Conseiller / Conseillère en insertion professionnelle","Emploi Blanc","","","","","K1801"
"K1802","454","399","Chargé / Chargée de développement local","Emploi stratégique pour la Transition écologique","","","","","K1802"
"K1901","458","400","Notaire","Emploi Blanc","","","","","K1901"
"K1902","459","401","Clerc de notaire","Emploi Blanc","","","","","K1902"
"K1903","457","402","Juriste","Emploi Blanc","","","","","K1903"
"K1904","461","403","Juge","Emploi Blanc","","","","","K1904"
"K1905","32556","488574","Huissier / Huissière de justice","Emploi Blanc","N","N","O","O","K1901"
"K1906","32584","488602","Délégué / Déléguée à la protection des données - Data Protection Officer","Emploi Blanc","O","N","O","O","K1903"
"K1907","32654","488737","Commissaire-priseur / Commissaire-priseure","Emploi Blanc","N","N","O","O","K1901"
"K1908","32880","489169","Responsable de service contentieux et recouvrement","Emploi Blanc","N","N","N","O","K1903"
"K2101","465","404","Conseiller / Conseillère en formation","Emploi Blanc","","","","","K2101"
"K2102","466","405","Responsable pédagogique","Emploi Blanc","","","","","K2102"
"K2103","480","406","Chef / Cheffe d'établissement","Emploi Blanc","","","","","K2103"
"K2104","478","407","Surveillant / Surveillante en milieu scolaire","Emploi Blanc","","","","","K2104"
"K2105","468","408","Professeur / Professeure de musique","Emploi Blanc","","","","","K2105"
"K2106","470","409","Professeur / Professeure des écoles","Emploi Blanc","","","","","K2106"
"K2107","472","410","Professeur / Professeure de collège et de lycée","Emploi Blanc","","","","","K2107"
"K2108","476","411","Professeur / Professeure des universités","Emploi Blanc","","","","","K2108"
"K2109","474","412","Professeur / Professeure d'enseignement professionnel","Emploi Blanc","","","","","K2109"
"K2110","483","413","Moniteur / Monitrice d'auto-école","Emploi Blanc","","","","","K2110"
"K2111","464","414","Formateur / Formatrice","Emploi Blanc","","","","","K2111"
"K2112","482","415","Conseiller / Conseillère d'orientation","Emploi Blanc","","","","","K2112"
"K2113","30105","404546","Accompagnant / Accompagnante des élèves en situation de handicap (AESH)","Emploi Blanc","","","","","K2104"
"K2114","32433","488317","Formateur / Formatrice qualité","Emploi Blanc","N","N","N","N","K2111"
"K2115","32742","488886","Conseiller principal / Conseillère principale d'éducation","Emploi Blanc","N","N","O","N","K2104"
"K2116","32771","488915","Responsable d'unité d'enseignement de la conduite de véhicule","Emploi Blanc","N","N","O","N","K2110"
"K2117","32779","488923","Inspecteur / Inspectrice de l'Éducation Nationale -IEN-","Emploi Blanc","N","N","N","O","K2103"
"K2118","32815","489031","Directeur / Directrice d'école primaire","Emploi Blanc","N","O","O","O","K2106"
"K2201","489","416","Blanchisseur industriel / Blanchisseuse industrielle","Emploi Blanc","","","","","K2201"
"K2202","488","417","Laveur / Laveuse de vitres","Emploi Blanc","","","","","K2202"
"K2203","487","418","Responsable de site nettoyage de locaux","Emploi Blanc","","","","","K2203"
"K2204","591","419","Agent / Agente de nettoyage industriel","Emploi Blanc","","","","","K2204"
"K2205","32563","488581","Agent / Agente de propreté de locaux","Emploi Blanc","N","N","N","N","K2204"
"K2301","491","420","Agent / Agente d'assainissement","Emploi Vert","","","","","K2301"
"K2302","494","421","Directeur / Directrice collecte des déchets","Emploi Vert","","","","","K2302"
"K2303","490","422","Ripeur / Ripeuse","Emploi Vert","","","","","K2303"
"K2304","497","423","Agent / Agente de tri des déchets","Emploi Vert","N","N","N","N","K2304"
"K2305","493","424","Agent / Agente de désinsectisation","Emploi stratégique pour la Transition écologique","","","","","K2305"
"K2306","516","425","Responsable de site éco-industriel","Emploi Vert","","","","","K2306"
"K2307","32707","488790","Agent / Agente de propreté urbaine","Emploi Vert","N","N","N","N","K2303"
"K2308","32852","489068","Opérateur / Opératrice de tri en récupération et revalorisation","Emploi Vert","N","N","N","N","K2304"
"K2309","32853","489069","Technicien / Technicienne réutilisation recyclage","Emploi Vert","N","N","N","N","K2304"
"K2310","32932","489221","Ambassadeur / Ambassadrice du tri","Emploi Vert","N","N","N","N","K2303"
"K2401","498","426","Chercheur / Chercheuse en sciences humaines et sociales","Emploi Blanc","","","","","K2401"
"K2402","500","427","Ingénieur / Ingénieure de recherche scientifique","Emploi Blanc","N","","","","K2402"
"K2403","30106","404547","Biostatisticien / Biostatisticienne","Emploi Blanc","","","O","O","K2402"
"K2404","32388","488272","Chargé / Chargée de recherche","Emploi Blanc","N","N","N","O","K2402"
"K2405","32395","488279","Attaché / Attachée de recherche clinique en milieu hospitalier","Emploi Blanc","N","N","N","O","K2402"
"K2406","32552","488570","Directeur / Directrice de recherche","Emploi Blanc","N","N","O","O","K2402"
"K2407","32574","488592","Climatologue","Emploi Vert","N","N","N","O","K2402"
"K2408","32720","488864","Mathématicien / Mathématicienne","Emploi Blanc","N","N","N","O","K2402"
"K2409","32774","488918","Astronome","Emploi Blanc","N","N","O","O","K2402"
"K2410","32881","489170","Astrophysicien / Astrophysicienne","Emploi Blanc","N","N","N","O","K2402"
"K2501","503","428","Gardien / Gardienne","Emploi Blanc","","","","","K2501"
"K2502","507","429","Responsable sécurité de site","Emploi Blanc","","","O","O","K2502"
"K2503","505","430","Agent / Agente de prévention et de sécurité","Emploi Blanc","","","","N","K2503"
"K2504","30107","404548","Agent / Agente de sécurité événementielle","Emploi Blanc","","","O","","K2503"
"K2505","32604","488622","Enquêteur privé / Enquêtrice privée","Emploi Blanc","N","N","O","N","K2502"
"K2506","32647","488730","Convoyeur / Convoyeuse de fonds","Emploi Blanc","N","N","O","N","K2503"
"K2601","509","431","Porteur / Porteuse funéraire","Emploi Blanc","","","","","K2601"
"K2602","511","432","Conseiller / Conseillère funéraire","Emploi Blanc","","","","","K2602"
"K2603","513","433","Thanatopracteur / Thanatopractrice","Emploi Blanc","","","","","K2603"
"L1101","417","435","Disc-jockey","Emploi Blanc","","","","","L1101"
"L1102","418","436","Mannequin","Emploi Blanc","","","","","L1102"
"L1103","415","437","Animateur / Animatrice radio","Emploi Blanc","","","","","L1103"
"L1201","424","438","Danseur / Danseuse","Emploi Blanc","","","","","L1201"
"L1202","422","439","Musicien / Musicienne","Emploi Blanc","","","","","L1202"
"L1203","420","440","Comédien / Comédienne","Emploi Blanc","","","","","L1203"
"L1204","425","441","Artiste de cirque","Emploi Blanc","","","","","L1204"
"L1205","32640","488723","Artiste-interprète","Emploi Blanc","N","N","N","N","L1204"
"L1206","32674","488757","Cavalier / Cavalière de spectacle","Emploi Blanc","N","N","N","N","L1204"
"L1207","32706","488789","Cascadeur / Cascadeuse","Emploi Blanc","N","N","N","N","L1204"
"L1208","32913","489202","Mascotte-personnage","Emploi Blanc","N","N","N","N","L1203"
"L1301","429","442","Metteur / Metteuse en scène","Emploi Blanc","","","","","L1301"
"L1302","431","443","Producteur / Productrice de film","Emploi Blanc","","","","","L1302"
"L1303","433","444","Agent / Agente de talent","Emploi Blanc","","","","","L1303"
"L1304","427","445","Réalisateur / Réalisatrice","Emploi Blanc","","","","","L1304"
"L1305","32939","489569","Directeur / Directrice artistique spectacle","Emploi Blanc","N","N","N","O","L1302"
"L1401","30023","446","Sportif professionnel / Sportive professionnelle","Emploi Blanc","N","N","N","N","L1401"
"L1402","32422","488306","Arbitre professionnel / Professionnelle de discipline sportive","Emploi Blanc","N","N","O","N","L1401"
"L1501","453","447","Maquilleur / Maquilleuse spectacle","Emploi Blanc","","","","","L1501"
"L1502","450","448","Costumier / Costumière","Emploi Blanc","","","","","L1502"
"L1503","446","449","Accessoiriste","Emploi Blanc","","","","","L1503"
"L1504","443","450","Éclairagiste","Emploi Blanc","","","","","L1504"
"L1505","441","451","Cadreur / Cadreuse","Emploi Blanc","","","","","L1505"
"L1506","447","452","Machiniste spectacle","Emploi Blanc","","","","","L1506"
"L1507","455","453","Monteur / Monteuse vidéo","Emploi Blanc","","","","","L1507"
"L1508","439","454","Régisseur / Régisseuse du son","Emploi Blanc","","","","","L1508"
"L1509","456","455","Régisseur / Régisseuse de production","Emploi Blanc","","","","","L1509"
"L1510","17377","39022","Animateur / Animatrice 3D - films d'animation","Emploi Blanc","","","","","L1510"
"L1511","32632","488715","Technicien / Technicienne spectacle en site de divertissement","","N","N","N","N","L1508"
"L1512","32849","489065","Régisseur / Régisseuse de spectacles","Emploi Blanc","N","N","N","O","L1509"
"L1513","32883","489172","Scénographe","Emploi Blanc","N","N","N","O","L1503"
"M1101","460","456","Acheteur / Acheteuse","Emploi stratégique pour la Transition écologique","N","N","N","O","M1101"
"M1102","463","457","Responsable des achats","Emploi stratégique pour la Transition écologique","N","N","N","O","M1102"
